DateTime,HSL Gen,LSL Gen
2026-03-20 03:47:05-0500,29131,-37590
2026-03-20 03:47:13-0500,29115,-37572
2026-03-20 03:47:25-0500,29117,-37551
2026-03-20 03:47:33-0500,29117,-37551
2026-03-20 03:47:45-0500,29128,-37567
2026-03-20 03:47:53-0500,29114,-37541
2026-03-20 03:48:05-0500,29120,-37528
2026-03-20 03:48:13-0500,29062,-37567
2026-03-20 03:48:25-0500,29073,-37557
2026-03-20 03:48:33-0500,29073,-37557
2026-03-20 03:48:45-0500,29057,-37575
2026-03-20 03:48:53-0500,29027,-37583
2026-03-20 03:49:05-0500,29030,-37584
2026-03-20 03:49:13-0500,29026,-37587
2026-03-20 03:49:25-0500,29018,-37590
2026-03-20 03:49:33-0500,29018,-37590
2026-03-20 03:49:45-0500,28990,-37582
2026-03-20 03:49:53-0500,29015,-37559
2026-03-20 03:50:05-0500,29015,-37543
2026-03-20 03:50:13-0500,28991,-37543
2026-03-20 03:50:25-0500,28969,-37579
2026-03-20 03:50:33-0500,28969,-37579
2026-03-20 03:50:45-0500,28915,-37601
2026-03-20 03:50:53-0500,28901,-37627
2026-03-20 03:51:05-0500,28930,-37607
2026-03-20 03:51:13-0500,28928,-37607
2026-03-20 03:51:25-0500,28944,-37602
2026-03-20 03:51:33-0500,28944,-37602
2026-03-20 03:51:45-0500,28879,-37619
2026-03-20 03:51:53-0500,28898,-37613
2026-03-20 03:52:05-0500,28864,-37647
2026-03-20 03:52:13-0500,28880,-37630
2026-03-20 03:52:25-0500,28865,-37636
2026-03-20 03:52:33-0500,28865,-37636
2026-03-20 03:52:45-0500,28871,-37635
2026-03-20 03:52:53-0500,28867,-37649
2026-03-20 03:53:05-0500,28891,-37616
2026-03-20 03:53:13-0500,28832,-37667
2026-03-20 03:53:25-0500,28872,-37641
2026-03-20 03:53:33-0500,28872,-37641
2026-03-20 03:53:45-0500,28859,-37654
2026-03-20 03:53:53-0500,28872,-37592
2026-03-20 03:54:05-0500,28861,-37618
2026-03-20 03:54:13-0500,28852,-37640
2026-03-20 03:54:25-0500,28826,-37649
2026-03-20 03:54:33-0500,28826,-37649
2026-03-20 03:54:45-0500,28838,-37649
2026-03-20 03:54:53-0500,28851,-37618
2026-03-20 03:55:05-0500,28832,-37588
2026-03-20 03:55:13-0500,28791,-37600
2026-03-20 03:55:25-0500,28795,-37595
2026-03-20 03:55:33-0500,28799,-37585
2026-03-20 03:55:45-0500,28753,-37603
2026-03-20 03:55:53-0500,28753,-37603
2026-03-20 03:56:05-0500,28741,-37613
2026-03-20 03:56:13-0500,28727,-37650
2026-03-20 03:56:25-0500,28731,-37653
2026-03-20 03:56:33-0500,28750,-37614
2026-03-20 03:56:45-0500,28717,-37620
2026-03-20 03:56:53-0500,28717,-37620
2026-03-20 03:57:05-0500,28729,-37645
2026-03-20 03:57:13-0500,28700,-37673
2026-03-20 03:57:25-0500,28693,-37678
2026-03-20 03:57:33-0500,28698,-37642
2026-03-20 03:57:45-0500,28668,-37641
2026-03-20 03:57:53-0500,28668,-37641
2026-03-20 03:58:05-0500,28680,-37653
2026-03-20 03:58:13-0500,28630,-37689
2026-03-20 03:58:25-0500,28634,-37696
2026-03-20 03:58:33-0500,28638,-37681
2026-03-20 03:58:45-0500,28624,-37650
2026-03-20 03:58:53-0500,28624,-37650
2026-03-20 03:59:05-0500,28635,-37672
2026-03-20 03:59:13-0500,28645,-37663
2026-03-20 03:59:25-0500,28644,-37659
2026-03-20 03:59:33-0500,28637,-37700
2026-03-20 03:59:45-0500,28644,-37710
2026-03-20 03:59:53-0500,28644,-37710
2026-03-20 04:00:05-0500,28681,-37691
2026-03-20 04:00:13-0500,28621,-37734
2026-03-20 04:00:25-0500,28611,-37746
2026-03-20 04:00:33-0500,28611,-37746
2026-03-20 04:00:45-0500,28718,-37646
2026-03-20 04:00:53-0500,28673,-37697
2026-03-20 04:01:05-0500,28681,-37679
2026-03-20 04:01:13-0500,28675,-37691
2026-03-20 04:01:25-0500,28672,-37674
2026-03-20 04:01:33-0500,28672,-37674
2026-03-20 04:01:45-0500,28671,-37648
2026-03-20 04:01:53-0500,28653,-37674
2026-03-20 04:02:05-0500,28589,-37743
2026-03-20 04:02:13-0500,28589,-37743
2026-03-20 04:02:25-0500,28574,-37755
2026-03-20 04:02:33-0500,28574,-37755
2026-03-20 04:02:45-0500,28526,-37796
2026-03-20 04:02:53-0500,28474,-37858
2026-03-20 04:03:05-0500,28458,-37854
2026-03-20 04:03:13-0500,28460,-37848
2026-03-20 04:03:25-0500,28454,-37846
2026-03-20 04:03:33-0500,28454,-37846
2026-03-20 04:03:45-0500,28412,-37879
2026-03-20 04:03:53-0500,28415,-37882
2026-03-20 04:04:05-0500,28440,-37878
2026-03-20 04:04:13-0500,28430,-37878
2026-03-20 04:04:25-0500,28421,-37903
2026-03-20 04:04:33-0500,28421,-37903
2026-03-20 04:04:45-0500,28424,-37902
2026-03-20 04:04:53-0500,28427,-37905
2026-03-20 04:05:05-0500,28419,-37912
2026-03-20 04:05:13-0500,28414,-37920
2026-03-20 04:05:25-0500,28403,-37935
2026-03-20 04:05:33-0500,28397,-37953
2026-03-20 04:05:45-0500,28407,-37924
2026-03-20 04:05:53-0500,28394,-37938
2026-03-20 04:06:05-0500,28349,-37953
2026-03-20 04:06:13-0500,28349,-37953
2026-03-20 04:06:25-0500,28437,-37848
2026-03-20 04:06:33-0500,28470,-37806
2026-03-20 04:06:45-0500,28460,-37795
2026-03-20 04:06:53-0500,28465,-37783
2026-03-20 04:07:05-0500,28497,-37776
2026-03-20 04:07:13-0500,28497,-37776
2026-03-20 04:07:25-0500,28435,-37841
2026-03-20 04:07:33-0500,28457,-37838
2026-03-20 04:07:45-0500,28456,-37859
2026-03-20 04:07:53-0500,28445,-37845
2026-03-20 04:08:05-0500,28468,-37816
2026-03-20 04:08:13-0500,28468,-37816
2026-03-20 04:08:25-0500,28456,-37809
2026-03-20 04:08:33-0500,28492,-37795
2026-03-20 04:08:45-0500,28488,-37776
2026-03-20 04:08:53-0500,28452,-37826
2026-03-20 04:09:05-0500,28530,-37771
2026-03-20 04:09:13-0500,28530,-37771
2026-03-20 04:09:25-0500,28544,-37748
2026-03-20 04:09:33-0500,28538,-37750
2026-03-20 04:09:45-0500,28551,-37763
2026-03-20 04:09:53-0500,28540,-37788
2026-03-20 04:10:05-0500,28543,-37767
2026-03-20 04:10:13-0500,28543,-37767
2026-03-20 04:10:25-0500,28564,-37808
2026-03-20 04:10:33-0500,28560,-37818
2026-03-20 04:10:45-0500,28545,-37824
2026-03-20 04:10:53-0500,28545,-37824
2026-03-20 04:11:05-0500,28534,-37827
2026-03-20 04:11:13-0500,28517,-37854
2026-03-20 04:11:25-0500,28528,-37840
2026-03-20 04:11:33-0500,28520,-37838
2026-03-20 04:11:45-0500,28529,-37827
2026-03-20 04:11:53-0500,28529,-37827
2026-03-20 04:12:05-0500,28519,-37848
2026-03-20 04:12:13-0500,28561,-37824
2026-03-20 04:12:25-0500,28565,-37781
2026-03-20 04:12:33-0500,28576,-37764
2026-03-20 04:12:45-0500,28577,-37761
2026-03-20 04:12:53-0500,28577,-37761
2026-03-20 04:13:05-0500,28584,-37769
2026-03-20 04:13:13-0500,28567,-37767
2026-03-20 04:13:25-0500,28577,-37769
2026-03-20 04:13:33-0500,28564,-37762
2026-03-20 04:13:45-0500,28492,-37787
2026-03-20 04:13:53-0500,28492,-37787
2026-03-20 04:14:05-0500,28491,-37802
2026-03-20 04:14:13-0500,28491,-37818
2026-03-20 04:14:25-0500,28505,-37834
2026-03-20 04:14:33-0500,28497,-37832
2026-03-20 04:14:45-0500,28482,-37827
2026-03-20 04:14:53-0500,28482,-37827
2026-03-20 04:15:05-0500,28475,-37843
2026-03-20 04:15:13-0500,28476,-37853
2026-03-20 04:15:25-0500,28454,-37866
2026-03-20 04:15:33-0500,28454,-37866
2026-03-20 04:15:45-0500,28449,-37864
2026-03-20 04:15:53-0500,28433,-37865
2026-03-20 04:16:05-0500,28466,-37851
2026-03-20 04:16:13-0500,28464,-37847
2026-03-20 04:16:25-0500,28469,-37831
2026-03-20 04:16:33-0500,28469,-37831
2026-03-20 04:16:45-0500,28456,-37850
2026-03-20 04:16:53-0500,28523,-37778
2026-03-20 04:17:05-0500,28525,-37771
2026-03-20 04:17:13-0500,28516,-37777
2026-03-20 04:17:25-0500,28494,-37801
2026-03-20 04:17:33-0500,28494,-37801
2026-03-20 04:17:45-0500,28506,-37812
2026-03-20 04:17:53-0500,28519,-37777
2026-03-20 04:18:05-0500,28513,-37804
2026-03-20 04:18:13-0500,28491,-37826
2026-03-20 04:18:25-0500,28489,-37835
2026-03-20 04:18:33-0500,28489,-37835
2026-03-20 04:18:45-0500,28474,-37853
2026-03-20 04:18:53-0500,28459,-37861
2026-03-20 04:19:05-0500,28460,-37863
2026-03-20 04:19:13-0500,28455,-37865
2026-03-20 04:19:25-0500,28433,-37875
2026-03-20 04:19:33-0500,28433,-37875
2026-03-20 04:19:45-0500,28423,-37880
2026-03-20 04:19:53-0500,28411,-37888
2026-03-20 04:20:05-0500,28426,-37872
2026-03-20 04:20:13-0500,28339,-37892
2026-03-20 04:20:25-0500,28374,-37897
2026-03-20 04:20:33-0500,28343,-37941
2026-03-20 04:20:45-0500,28367,-37918
2026-03-20 04:20:53-0500,28367,-37918
2026-03-20 04:21:05-0500,28378,-37880
2026-03-20 04:21:13-0500,28364,-37863
2026-03-20 04:21:25-0500,28339,-37876
2026-03-20 04:21:33-0500,28318,-37903
2026-03-20 04:21:45-0500,28319,-37885
2026-03-20 04:21:53-0500,28319,-37885
2026-03-20 04:22:05-0500,28314,-37921
2026-03-20 04:22:13-0500,28304,-37913
2026-03-20 04:22:25-0500,28305,-37928
2026-03-20 04:22:33-0500,28302,-37937
2026-03-20 04:22:45-0500,28293,-37938
2026-03-20 04:22:53-0500,28293,-37938
2026-03-20 04:23:05-0500,28306,-37931
2026-03-20 04:23:13-0500,28273,-37947
2026-03-20 04:23:25-0500,28256,-37933
2026-03-20 04:23:33-0500,28268,-37929
2026-03-20 04:23:45-0500,28270,-37926
2026-03-20 04:23:53-0500,28270,-37926
2026-03-20 04:24:05-0500,28263,-37919
2026-03-20 04:24:13-0500,28219,-37950
2026-03-20 04:24:25-0500,28210,-37954
2026-03-20 04:24:33-0500,28187,-37982
2026-03-20 04:24:45-0500,28188,-37978
2026-03-20 04:24:53-0500,28188,-37978
2026-03-20 04:25:05-0500,28177,-37981
2026-03-20 04:25:13-0500,28196,-37989
2026-03-20 04:25:25-0500,28180,-37990
2026-03-20 04:25:33-0500,28143,-38003
2026-03-20 04:25:45-0500,28129,-38034
2026-03-20 04:25:53-0500,28129,-38034
2026-03-20 04:26:05-0500,28127,-38041
2026-03-20 04:26:13-0500,28107,-38053
2026-03-20 04:26:25-0500,28088,-38058
2026-03-20 04:26:33-0500,28078,-38080
2026-03-20 04:26:45-0500,28095,-38067
2026-03-20 04:26:53-0500,28095,-38067
2026-03-20 04:27:05-0500,28093,-38067
2026-03-20 04:27:13-0500,28089,-38071
2026-03-20 04:27:25-0500,28092,-38076
2026-03-20 04:27:33-0500,28098,-38082
2026-03-20 04:27:45-0500,28093,-38085
2026-03-20 04:27:53-0500,28093,-38085
2026-03-20 04:28:05-0500,28112,-38070
2026-03-20 04:28:13-0500,28119,-38056
2026-03-20 04:28:25-0500,28109,-38065
2026-03-20 04:28:33-0500,28127,-38037
2026-03-20 04:28:45-0500,28113,-38050
2026-03-20 04:28:53-0500,28113,-38050
2026-03-20 04:29:05-0500,28139,-38033
2026-03-20 04:29:13-0500,28148,-38020
2026-03-20 04:29:25-0500,28176,-38002
2026-03-20 04:29:33-0500,28178,-37982
2026-03-20 04:29:45-0500,28186,-37972
2026-03-20 04:29:53-0500,28186,-37972
2026-03-20 04:30:05-0500,28220,-37952
2026-03-20 04:30:13-0500,28186,-37969
2026-03-20 04:30:25-0500,28221,-37985
2026-03-20 04:30:33-0500,28221,-37985
2026-03-20 04:30:45-0500,28214,-37973
2026-03-20 04:30:53-0500,28250,-37964
2026-03-20 04:31:05-0500,28248,-37965
2026-03-20 04:31:13-0500,28225,-37961
2026-03-20 04:31:25-0500,28224,-37983
2026-03-20 04:31:33-0500,28224,-37983
2026-03-20 04:31:45-0500,28204,-38008
2026-03-20 04:31:53-0500,28200,-38000
2026-03-20 04:32:05-0500,28222,-37970
2026-03-20 04:32:13-0500,28206,-37979
2026-03-20 04:32:25-0500,28193,-38007
2026-03-20 04:32:33-0500,28193,-38007
2026-03-20 04:32:45-0500,28189,-38010
2026-03-20 04:32:53-0500,28207,-37988
2026-03-20 04:33:05-0500,28218,-37971
2026-03-20 04:33:13-0500,28224,-37960
2026-03-20 04:33:25-0500,28289,-37889
2026-03-20 04:33:33-0500,28289,-37889
2026-03-20 04:33:45-0500,28299,-37867
2026-03-20 04:33:53-0500,28306,-37843
2026-03-20 04:34:05-0500,28300,-37855
2026-03-20 04:34:13-0500,28311,-37834
2026-03-20 04:34:25-0500,28321,-37839
2026-03-20 04:34:33-0500,28321,-37839
2026-03-20 04:34:45-0500,28322,-37818
2026-03-20 04:34:53-0500,28289,-37849
2026-03-20 04:35:05-0500,28280,-37828
2026-03-20 04:35:13-0500,28260,-37840
2026-03-20 04:35:25-0500,28266,-37843
2026-03-20 04:35:33-0500,28267,-37856
2026-03-20 04:35:45-0500,28256,-37860
2026-03-20 04:35:53-0500,28256,-37860
2026-03-20 04:36:05-0500,28279,-37814
2026-03-20 04:36:13-0500,28271,-37785
2026-03-20 04:36:25-0500,28290,-37782
2026-03-20 04:36:33-0500,28304,-37747
2026-03-20 04:36:45-0500,28291,-37759
2026-03-20 04:36:53-0500,28291,-37759
2026-03-20 04:37:05-0500,28299,-37764
2026-03-20 04:37:13-0500,28300,-37750
2026-03-20 04:37:25-0500,28294,-37717
2026-03-20 04:37:33-0500,28306,-37704
2026-03-20 04:37:45-0500,28301,-37707
2026-03-20 04:37:53-0500,28301,-37707
2026-03-20 04:38:05-0500,28269,-37736
2026-03-20 04:38:13-0500,28244,-37742
2026-03-20 04:38:25-0500,28253,-37730
2026-03-20 04:38:33-0500,28286,-37685
2026-03-20 04:38:45-0500,28265,-37678
2026-03-20 04:38:53-0500,28265,-37678
2026-03-20 04:39:05-0500,28245,-37675
2026-03-20 04:39:13-0500,28226,-37694
2026-03-20 04:39:25-0500,28232,-37676
2026-03-20 04:39:33-0500,28258,-37632
2026-03-20 04:39:45-0500,28240,-37638
2026-03-20 04:39:53-0500,28240,-37638
2026-03-20 04:40:05-0500,28257,-37635
2026-03-20 04:40:13-0500,28266,-37614
2026-03-20 04:40:25-0500,28264,-37606
2026-03-20 04:40:33-0500,28281,-37563
2026-03-20 04:40:45-0500,28256,-37595
2026-03-20 04:40:53-0500,28256,-37595
2026-03-20 04:41:05-0500,28219,-37637
2026-03-20 04:41:13-0500,28220,-37640
2026-03-20 04:41:25-0500,28239,-37632
2026-03-20 04:41:33-0500,28225,-37624
2026-03-20 04:41:45-0500,28197,-37620
2026-03-20 04:41:53-0500,28197,-37620
2026-03-20 04:42:05-0500,28175,-37631
2026-03-20 04:42:13-0500,28198,-37624
2026-03-20 04:42:25-0500,28210,-37620
2026-03-20 04:42:33-0500,28221,-37609
2026-03-20 04:42:45-0500,28206,-37621
2026-03-20 04:42:53-0500,28206,-37621
2026-03-20 04:43:05-0500,28204,-37620
2026-03-20 04:43:13-0500,28188,-37626
2026-03-20 04:43:25-0500,28186,-37599
2026-03-20 04:43:33-0500,28211,-37586
2026-03-20 04:43:45-0500,28196,-37586
2026-03-20 04:43:53-0500,28196,-37586
2026-03-20 04:44:05-0500,28187,-37594
2026-03-20 04:44:13-0500,28197,-37593
2026-03-20 04:44:25-0500,28187,-37587
2026-03-20 04:44:33-0500,28184,-37580
2026-03-20 04:44:45-0500,28189,-37584
2026-03-20 04:44:53-0500,28189,-37584
2026-03-20 04:45:05-0500,28167,-37586
2026-03-20 04:45:13-0500,28147,-37591
2026-03-20 04:45:25-0500,28155,-37592
2026-03-20 04:45:33-0500,28139,-37607
2026-03-20 04:45:45-0500,28150,-37581
2026-03-20 04:45:53-0500,28150,-37581
2026-03-20 04:46:05-0500,28145,-37579
2026-03-20 04:46:13-0500,28139,-37600
2026-03-20 04:46:25-0500,28081,-37599
2026-03-20 04:46:33-0500,28141,-37573
2026-03-20 04:46:45-0500,28138,-37573
2026-03-20 04:46:53-0500,28138,-37573
2026-03-20 04:47:05-0500,28136,-37577
2026-03-20 04:47:13-0500,28111,-37578
2026-03-20 04:47:25-0500,28106,-37580
2026-03-20 04:47:33-0500,28074,-37598
2026-03-20 04:47:45-0500,28074,-37598
2026-03-20 04:47:53-0500,28074,-37598
2026-03-20 04:48:05-0500,28082,-37594
2026-03-20 04:48:13-0500,28079,-37614
2026-03-20 04:48:25-0500,28082,-37608
2026-03-20 04:48:33-0500,28056,-37588
2026-03-20 04:48:45-0500,28056,-37613
2026-03-20 04:48:53-0500,28056,-37613
2026-03-20 04:49:05-0500,28039,-37627
2026-03-20 04:49:13-0500,28020,-37653
2026-03-20 04:49:25-0500,28022,-37643
2026-03-20 04:49:33-0500,28039,-37655
2026-03-20 04:49:45-0500,28056,-37657
2026-03-20 04:49:53-0500,28056,-37657
2026-03-20 04:50:05-0500,28048,-37655
2026-03-20 04:50:13-0500,28024,-37674
2026-03-20 04:50:25-0500,28013,-37700
2026-03-20 04:50:33-0500,28003,-37699
2026-03-20 04:50:45-0500,27972,-37746
2026-03-20 04:50:53-0500,27972,-37746
2026-03-20 04:51:05-0500,27983,-37716
2026-03-20 04:51:13-0500,27946,-37714
2026-03-20 04:51:25-0500,27962,-37692
2026-03-20 04:51:33-0500,27942,-37725
2026-03-20 04:51:45-0500,27944,-37719
2026-03-20 04:51:53-0500,27944,-37719
2026-03-20 04:52:05-0500,27940,-37717
2026-03-20 04:52:13-0500,27928,-37719
2026-03-20 04:52:25-0500,27932,-37726
2026-03-20 04:52:33-0500,27887,-37758
2026-03-20 04:52:45-0500,27890,-37739
2026-03-20 04:52:53-0500,27890,-37739
2026-03-20 04:53:05-0500,27847,-37781
2026-03-20 04:53:13-0500,27850,-37772
2026-03-20 04:53:25-0500,27838,-37785
2026-03-20 04:53:33-0500,27825,-37776
2026-03-20 04:53:45-0500,27805,-37797
2026-03-20 04:53:53-0500,27805,-37797
2026-03-20 04:54:05-0500,27803,-37813
2026-03-20 04:54:13-0500,27810,-37815
2026-03-20 04:54:25-0500,27788,-37819
2026-03-20 04:54:33-0500,27759,-37856
2026-03-20 04:54:45-0500,27774,-37858
2026-03-20 04:54:53-0500,27774,-37858
2026-03-20 04:55:05-0500,27773,-37887
2026-03-20 04:55:13-0500,27731,-37888
2026-03-20 04:55:25-0500,27729,-37883
2026-03-20 04:55:33-0500,27692,-37929
2026-03-20 04:55:45-0500,27689,-37916
2026-03-20 04:55:53-0500,27689,-37916
2026-03-20 04:56:05-0500,27695,-37926
2026-03-20 04:56:13-0500,27687,-37952
2026-03-20 04:56:25-0500,27695,-37947
2026-03-20 04:56:33-0500,27717,-37940
2026-03-20 04:56:45-0500,27683,-37954
2026-03-20 04:56:53-0500,27683,-37954
2026-03-20 04:57:05-0500,27668,-37982
2026-03-20 04:57:13-0500,27659,-38010
2026-03-20 04:57:25-0500,27650,-38002
2026-03-20 04:57:33-0500,27653,-38022
2026-03-20 04:57:45-0500,27641,-38034
2026-03-20 04:57:53-0500,27641,-38034
2026-03-20 04:58:05-0500,27646,-38046
2026-03-20 04:58:13-0500,27616,-38083
2026-03-20 04:58:25-0500,27646,-38073
2026-03-20 04:58:33-0500,27631,-38096
2026-03-20 04:58:45-0500,27650,-38085
2026-03-20 04:58:53-0500,27650,-38085
2026-03-20 04:59:05-0500,27651,-38069
2026-03-20 04:59:13-0500,27623,-38107
2026-03-20 04:59:25-0500,27647,-38087
2026-03-20 04:59:33-0500,27626,-38098
2026-03-20 04:59:45-0500,27619,-38072
2026-03-20 04:59:53-0500,27619,-38072
2026-03-20 05:00:05-0500,27638,-38068
2026-03-20 05:00:13-0500,27631,-38089
2026-03-20 05:00:25-0500,27557,-38129
2026-03-20 05:00:33-0500,27557,-38129
2026-03-20 05:00:45-0500,27393,-38129
2026-03-20 05:00:53-0500,27358,-38150
2026-03-20 05:01:05-0500,27361,-38172
2026-03-20 05:01:13-0500,27359,-38191
2026-03-20 05:01:25-0500,27355,-38203
2026-03-20 05:01:33-0500,27355,-38203
2026-03-20 05:01:45-0500,27390,-38204
2026-03-20 05:01:53-0500,27400,-38219
2026-03-20 05:02:05-0500,27415,-38195
2026-03-20 05:02:13-0500,27443,-38230
2026-03-20 05:02:25-0500,27438,-38256
2026-03-20 05:02:33-0500,27438,-38256
2026-03-20 05:02:45-0500,27452,-38225
2026-03-20 05:02:53-0500,27429,-38249
2026-03-20 05:03:05-0500,27470,-38212
2026-03-20 05:03:13-0500,27482,-38196
2026-03-20 05:03:25-0500,27494,-38201
2026-03-20 05:03:33-0500,27494,-38201
2026-03-20 05:03:45-0500,27478,-38228
2026-03-20 05:03:53-0500,27499,-38227
2026-03-20 05:04:05-0500,27479,-38246
2026-03-20 05:04:13-0500,27472,-38251
2026-03-20 05:04:25-0500,27526,-38209
2026-03-20 05:04:33-0500,27526,-38209
2026-03-20 05:04:45-0500,27482,-38233
2026-03-20 05:04:53-0500,27482,-38232
2026-03-20 05:05:05-0500,27459,-38244
2026-03-20 05:05:13-0500,27448,-38238
2026-03-20 05:05:25-0500,27438,-38251
2026-03-20 05:05:33-0500,27438,-38251
2026-03-20 05:05:45-0500,27312,-38244
2026-03-20 05:05:53-0500,27300,-38261
2026-03-20 05:06:05-0500,27289,-38281
2026-03-20 05:06:13-0500,27274,-38311
2026-03-20 05:06:25-0500,27231,-38341
2026-03-20 05:06:33-0500,27231,-38341
2026-03-20 05:06:45-0500,27223,-38360
2026-03-20 05:06:53-0500,27211,-38367
2026-03-20 05:07:05-0500,27241,-38359
2026-03-20 05:07:13-0500,27244,-38357
2026-03-20 05:07:25-0500,27226,-38382
2026-03-20 05:07:33-0500,27226,-38382
2026-03-20 05:07:45-0500,27237,-38392
2026-03-20 05:07:53-0500,27239,-38370
2026-03-20 05:08:05-0500,27227,-38394
2026-03-20 05:08:13-0500,27262,-38372
2026-03-20 05:08:25-0500,27266,-38355
2026-03-20 05:08:33-0500,27266,-38355
2026-03-20 05:08:45-0500,27293,-38348
2026-03-20 05:08:53-0500,27281,-38373
2026-03-20 05:09:05-0500,27238,-38407
2026-03-20 05:09:13-0500,27216,-38425
2026-03-20 05:09:25-0500,27224,-38450
2026-03-20 05:09:33-0500,27224,-38450
2026-03-20 05:09:45-0500,27198,-38473
2026-03-20 05:09:53-0500,27217,-38440
2026-03-20 05:10:05-0500,27173,-38474
2026-03-20 05:10:13-0500,27194,-38488
2026-03-20 05:10:25-0500,27198,-38490
2026-03-20 05:10:33-0500,27207,-38488
2026-03-20 05:10:45-0500,27173,-38490
2026-03-20 05:10:53-0500,27173,-38490
2026-03-20 05:11:05-0500,27170,-38508
2026-03-20 05:11:13-0500,27197,-38491
2026-03-20 05:11:25-0500,27152,-38531
2026-03-20 05:11:33-0500,27164,-38509
2026-03-20 05:11:45-0500,27162,-38529
2026-03-20 05:11:53-0500,27162,-38529
2026-03-20 05:12:05-0500,27168,-38515
2026-03-20 05:12:13-0500,27170,-38536
2026-03-20 05:12:25-0500,27131,-38559
2026-03-20 05:12:33-0500,27147,-38559
2026-03-20 05:12:45-0500,27174,-38507
2026-03-20 05:12:53-0500,27174,-38507
2026-03-20 05:13:05-0500,27158,-38518
2026-03-20 05:13:13-0500,27175,-38507
2026-03-20 05:13:25-0500,27154,-38523
2026-03-20 05:13:33-0500,27152,-38534
2026-03-20 05:13:45-0500,27187,-38506
2026-03-20 05:13:53-0500,27187,-38506
2026-03-20 05:14:05-0500,27169,-38527
2026-03-20 05:14:13-0500,27185,-38529
2026-03-20 05:14:25-0500,27174,-38541
2026-03-20 05:14:33-0500,27114,-38576
2026-03-20 05:14:45-0500,27098,-38609
2026-03-20 05:14:53-0500,27098,-38609
2026-03-20 05:15:05-0500,27086,-38620
2026-03-20 05:15:13-0500,27085,-38611
2026-03-20 05:15:25-0500,27073,-38631
2026-03-20 05:15:33-0500,27060,-38644
2026-03-20 05:15:45-0500,27055,-38630
2026-03-20 05:15:53-0500,27055,-38630
2026-03-20 05:16:05-0500,27054,-38634
2026-03-20 05:16:13-0500,27053,-38631
2026-03-20 05:16:25-0500,27057,-38644
2026-03-20 05:16:33-0500,27031,-38660
2026-03-20 05:16:45-0500,27011,-38655
2026-03-20 05:16:53-0500,27011,-38655
2026-03-20 05:17:05-0500,26996,-38652
2026-03-20 05:17:13-0500,26973,-38669
2026-03-20 05:17:25-0500,26955,-38688
2026-03-20 05:17:33-0500,26993,-38645
2026-03-20 05:17:45-0500,26980,-38649
2026-03-20 05:17:53-0500,26980,-38649
2026-03-20 05:18:05-0500,26940,-38679
2026-03-20 05:18:13-0500,26962,-38670
2026-03-20 05:18:25-0500,26984,-38632
2026-03-20 05:18:33-0500,26964,-38646
2026-03-20 05:18:45-0500,26998,-38604
2026-03-20 05:18:53-0500,26998,-38604
2026-03-20 05:19:05-0500,26958,-38636
2026-03-20 05:19:13-0500,26924,-38653
2026-03-20 05:19:25-0500,26923,-38650
2026-03-20 05:19:33-0500,26896,-38688
2026-03-20 05:19:45-0500,26886,-38691
2026-03-20 05:19:53-0500,26886,-38691
2026-03-20 05:20:05-0500,26892,-38696
2026-03-20 05:20:13-0500,26900,-38665
2026-03-20 05:20:25-0500,26870,-38672
2026-03-20 05:20:33-0500,26868,-38685
2026-03-20 05:20:45-0500,26876,-38685
2026-03-20 05:20:53-0500,26876,-38685
2026-03-20 05:21:05-0500,26856,-38683
2026-03-20 05:21:13-0500,26855,-38686
2026-03-20 05:21:25-0500,26848,-38688
2026-03-20 05:21:33-0500,26828,-38708
2026-03-20 05:21:45-0500,26835,-38706
2026-03-20 05:21:53-0500,26835,-38706
2026-03-20 05:22:05-0500,26854,-38679
2026-03-20 05:22:13-0500,26875,-38645
2026-03-20 05:22:25-0500,26861,-38651
2026-03-20 05:22:33-0500,26836,-38672
2026-03-20 05:22:45-0500,26821,-38678
2026-03-20 05:22:53-0500,26821,-38678
2026-03-20 05:23:05-0500,26827,-38675
2026-03-20 05:23:13-0500,26868,-38626
2026-03-20 05:23:25-0500,26865,-38618
2026-03-20 05:23:33-0500,26858,-38604
2026-03-20 05:23:45-0500,26862,-38609
2026-03-20 05:23:53-0500,26862,-38609
2026-03-20 05:24:05-0500,26858,-38615
2026-03-20 05:24:13-0500,26843,-38606
2026-03-20 05:24:25-0500,26863,-38610
2026-03-20 05:24:33-0500,26845,-38619
2026-03-20 05:24:45-0500,26844,-38608
2026-03-20 05:24:53-0500,26844,-38608
2026-03-20 05:25:05-0500,26859,-38622
2026-03-20 05:25:13-0500,26837,-38622
2026-03-20 05:25:25-0500,26838,-38599
2026-03-20 05:25:33-0500,26843,-38607
2026-03-20 05:25:45-0500,26825,-38622
2026-03-20 05:25:53-0500,26825,-38622
2026-03-20 05:26:05-0500,26817,-38627
2026-03-20 05:26:13-0500,26806,-38623
2026-03-20 05:26:25-0500,26813,-38617
2026-03-20 05:26:33-0500,26827,-38584
2026-03-20 05:26:45-0500,26797,-38603
2026-03-20 05:26:53-0500,26797,-38603
2026-03-20 05:27:05-0500,26760,-38610
2026-03-20 05:27:13-0500,26722,-38649
2026-03-20 05:27:25-0500,26716,-38649
2026-03-20 05:27:33-0500,26695,-38668
2026-03-20 05:27:45-0500,26705,-38670
2026-03-20 05:27:53-0500,26705,-38670
2026-03-20 05:28:05-0500,26665,-38661
